Book-Title,Author,User Rating,Reviews,Price,Year,Genre,User-ID,ISBN,Book-Rating,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Location,Age
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,274301,0684801523,7,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"frankston, victoria, australia",41.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,246617,185326041X,0,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"derby, england, united kingdom",27.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,106273,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"paducah, kentucky, usa",28.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,232990,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"portland, oregon, usa",26.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,30898,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"richmond, virginia, usa",43.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,31466,185326041X,0,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"kingsville, ontario, canada",26.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,166922,185326041X,9,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"london, england, united kingdom",26.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,216386,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"taylorsville, utah, usa",25.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,92547,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"baker city, oregon, usa",29.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,90743,0684801523,9,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"olympia, washington, usa",18.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,114452,0684801523,5,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"newton, massachusetts, usa",26.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,217889,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"sacramento, california, usa",42.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,275306,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"tyler, texas, usa",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,189080,0684801523,9,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"hoxie, arkansas, usa",28.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,231299,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"new orleans, louisiana, usa",20.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,228351,0684801523,2,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"charleston, south carolina, usa",16.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,79754,0684801523,9,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"athens, georgia, usa",58.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,221948,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"jacksonville, florida, usa",36.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,71102,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"glasgow, scotland, united kingdom",23.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,225910,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"annville, pennsylvania, usa",19.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,30081,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"east providence, rhode island, usa",25.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,236235,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"naperville, illinois, usa",19.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,222788,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"boulder, colorado, usa",23.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,167779,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"carol stream, illinois, usa",23.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,24401,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"florence, toscana, italy",38.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,181956,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"browns, illinois, usa",21.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,98887,0684801523,9,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",49.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,260419,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"fairview, oregon, usa",32.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,252775,185326041X,0,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"colchester, england, united kingdom",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,57726,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"costa mesa, california, usa",19.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,79854,185326041X,0,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"liverpool, merseyside, united kingdom",29.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,153818,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"kuala lumpur, wilayah persekutuan, malaysia",26.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,228321,0684801523,3,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"santa cruz, california, usa",22.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,20029,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"troy, michigan, usa",16.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,147851,185326041X,6,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"buffalo, texas, usa",22.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,245007,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"toronto, ontario, canada",21.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,65207,0684801523,9,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"columbia station, ohio, usa",20.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,23038,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"bosque, new mexico, usa",27.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,265221,0684801523,7,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"howell, michigan, usa",39.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,138124,185326041X,5,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"swindon, wiltshire, united kingdom",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,105580,0684801523,6,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"rye, new hampshire, usa",21.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,266228,185326041X,0,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"london, england, united kingdom",26.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,154954,185326041X,7,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"cardiff, england, united kingdom",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,81412,0684801523,9,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"northford, connecticut, usa",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,240469,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"philadelphia, pennsylvania, usa",34.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,104443,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"saint louis, missouri, usa",18.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,88066,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"astoria, new york, usa",21.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,230950,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"woodside, new york, usa",27.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,118094,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"burbank, california, usa",28.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,116950,0684801523,6,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"malden, massachusetts, usa",36.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,3332,185326041X,0,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"hartlepool, cleveland, united kingdom",54.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,97418,185326041X,0,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"glasgow, scotland, united kingdom",17.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,102607,185326041X,9,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"orleans, ontario, canada",18.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,157154,185326041X,8,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"utrecht, the netherlands, netherlands",28.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,8296,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"livermore falls, maine, usa",28.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,10189,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"carrum downs, victoria, australia",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,18641,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"thousand oaks, california, usa",18.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,38966,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"odivelas, lisboa, portugal",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,45552,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"san diego, california, usa",22.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,50765,0684801523,7,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"tacoma, washington, usa",18.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,92368,0684801523,9,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"troy, new york, usa",18.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,104531,0684801523,6,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"waukesha, wisconsin, usa",48.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,133852,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"washington, dc, usa",23.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,148411,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"shelbyville, kentucky, usa",42.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,149610,0684801523,7,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"newburyport, massachusetts, usa",18.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,166475,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"auburn, maine, usa",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,172039,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"lackawanna, new york, usa",22.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,187808,0684801523,10,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"saginaw, michigan, usa",70.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,223009,0684801523,9,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"nashville, indiana, usa",17.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,231944,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"bethesda, maryland, usa",20.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,245009,0684801523,8,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"minneapolis, minnesota, usa",24.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,257713,0684801523,0,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,"louisville, kentucky, usa",42.0
