Book-Title,Author,User Rating,Reviews,Price,Year,Genre,User-ID,ISBN,Book-Rating,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Location,Age,Page Count
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,211426,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"pueblo, colorado, usa",24.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Juvenile Fiction,29259,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"mt. airy, , usa",39.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,55492,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"antioch, illinois, usa",43.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,55492,0679905278,10,Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679905278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.LZZZZZZZ.jpg,"antioch, illinois, usa",43.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Juvenile Fiction,12538,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"byron, minnesota, usa",18.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,203075,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"huntington beach, california, usa",23.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Juvenile Fiction,262118,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"maryville, tennessee, usa",25.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,220278,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"hammond, indiana, usa",32.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,168464,0679905278,10,Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679905278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.LZZZZZZZ.jpg,"antioch, illinois, usa",11.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Juvenile Fiction,104657,0679805273,9,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"cave creek, arizona, usa",25.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Juvenile Fiction,150663,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"nightsky, oregon, usa",24.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Juvenile Fiction,236269,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"whiteman afb, missouri, usa",21.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Juvenile Fiction,130837,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"toronto, ontario, canada",32.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,146932,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"miami, florida, usa",30.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,238961,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"antioch, illinois, usa",18.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Juvenile Fiction,76253,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"topeka, kansas, usa",28.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,138852,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"spanaway, washington, usa",40.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,N/A,254308,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"kirkwood, missouri, usa",52.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,230522,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Juvenile Fiction,96054,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"ottawa, ontario, canada",29.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Juvenile Fiction,125519,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"irvine, california, usa",40.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,31826,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"jasper, missouri, usa",54.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,211426,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"pueblo, colorado, usa",24.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,29259,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"mt. airy, , usa",39.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Juvenile Fiction,55492,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"antioch, illinois, usa",43.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Juvenile Fiction,55492,0679905278,10,Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679905278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.LZZZZZZZ.jpg,"antioch, illinois, usa",43.0,48
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,12538,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"byron, minnesota, usa",18.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Juvenile Fiction,203075,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"huntington beach, california, usa",23.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,262118,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"maryville, tennessee, usa",25.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,220278,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"hammond, indiana, usa",32.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,168464,0679905278,10,Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679905278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.LZZZZZZZ.jpg,"antioch, illinois, usa",11.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,104657,0679805273,9,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"cave creek, arizona, usa",25.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,150663,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"nightsky, oregon, usa",24.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,236269,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"whiteman afb, missouri, usa",21.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,130837,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"toronto, ontario, canada",32.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Juvenile Fiction,146932,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"miami, florida, usa",30.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,238961,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"antioch, illinois, usa",18.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,76253,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"topeka, kansas, usa",28.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,138852,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"spanaway, washington, usa",40.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,N/A,254308,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"kirkwood, missouri, usa",52.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Juvenile Fiction,230522,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,96054,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"ottawa, ontario, canada",29.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Juvenile Fiction,125519,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"irvine, california, usa",40.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Juvenile Fiction,31826,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"jasper, missouri, usa",54.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,211426,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"pueblo, colorado, usa",24.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,29259,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"mt. airy, , usa",39.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,55492,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"antioch, illinois, usa",43.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,55492,0679905278,10,Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679905278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.LZZZZZZZ.jpg,"antioch, illinois, usa",43.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,12538,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"byron, minnesota, usa",18.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,203075,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"huntington beach, california, usa",23.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,262118,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"maryville, tennessee, usa",25.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Juvenile Fiction,220278,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"hammond, indiana, usa",32.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,168464,0679905278,10,Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679905278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679905278.01.LZZZZZZZ.jpg,"antioch, illinois, usa",11.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,104657,0679805273,9,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"cave creek, arizona, usa",25.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Juvenile Fiction,150663,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"nightsky, oregon, usa",24.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,236269,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"whiteman afb, missouri, usa",21.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,130837,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"toronto, ontario, canada",32.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,146932,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"miami, florida, usa",30.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Juvenile Fiction,238961,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"antioch, illinois, usa",18.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Juvenile Fiction,76253,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"topeka, kansas, usa",28.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Juvenile Fiction,138852,0679805273,8,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"spanaway, washington, usa",40.0,57
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,N/A,254308,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"kirkwood, missouri, usa",52.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,N/A,230522,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,N/A,96054,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"ottawa, ontario, canada",29.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,N/A,125519,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"irvine, california, usa",40.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,N/A,31826,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"jasper, missouri, usa",54.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,N/A,211426,0679805273,0,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"pueblo, colorado, usa",24.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,N/A,29259,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"mt. airy, , usa",39.0,N/A
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,N/A,55492,0679805273,10,Dr. Seuss,1990,Random House Books for Young Readers,http://images.amazon.com/images/P/0679805273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679805273.01.LZZZZZZZ.jpg,"antioch, illinois, usa",43.0,N/A
